city,drives_alone,carpools,public_transport,walks,works_at_home,other,mean_travel_time
Mexia TX,83.2,13,0,1.4,1.3,1.1,17.4
San Angelo TX,78.9,10.5,0.2,4.7,3.1,2.6,16.1
Millican TX,73.6,16,0,0,6.4,4,21.5
De Kalb TX,90.6,3.2,0,1.3,3.5,1.3,24.3
Maud TX,87.7,4.4,0,0.7,7.1,0,19.2
Port Aransas TX,70,8.4,0,6.4,14.2,1,15.3
Three Rivers TX,90.7,3.5,0,0,5.8,0,24.7
Roman Forest TX,88.1,4.4,0.7,0.1,5.4,1.3,34.9
Shenandoah TX,83.5,7.3,4.5,0,3.7,1,31.8
Pampa TX,85.9,11,0,0.6,0.5,2,18.2
Wilmer TX,83.5,14.3,0,0,1.1,1.1,27
Angleton TX,87.9,9,0.1,0.8,1.6,0.7,26.5
Roxton TX,90.3,1.7,0,6.8,1.1,0,27.3
Duncanville TX,84.7,9.6,0.5,1.2,2,2,27.9
Wylie TX,82,10.1,0.8,0.4,5.5,1.3,33.9
La Porte TX,86.2,8.7,0.3,1.5,2,1.2,26.4
Taylor Lake Village TX,72.8,11.2,0.6,0,10.9,4.5,27.5
Savoy TX,85.7,11.8,0,1.1,0.7,0.7,27.1
El Paso TX,80.3,11.1,1.7,1.6,3.2,2.1,22.7
San Felipe TX,85.1,9,0,4.1,1.1,0.7,35.5
Needville TX,74,9.5,0.4,2.6,9.3,4.1,31.6
Horizon City TX,79.6,15.2,0.4,0.7,3.9,0.2,27.9
Lake Worth TX,85.5,8.9,0.4,0.5,3.4,1.2,24.4
Webster TX,75.2,14.9,1.1,2.8,2.3,3.7,22.8
Houston TX,76.6,11.3,3.9,2.1,3.6,2.4,27
San Marcos TX,78.2,9,2.1,4.7,2.8,3.1,22.1
Vernon TX,75,21.6,0,1.4,0.6,1.5,10.4
Lucas TX,77.3,8.3,1.3,0.2,9.6,3.2,32.3
Fair Oaks Ranch TX,81.5,8.1,0.5,0.3,9,0.6,33
Fayetteville TX,87.2,0,0,7,5.8,0,19.1
Channing TX,86.2,5.4,0,8.5,0,0,19.7
Tye TX,79.3,6,0,1,7.8,5.8,21.2
Goodrich TX,64,22,0,2,0,12,28.8
Bellevue TX,66.9,22.9,0,0,9.3,0.8,28.8
Dumas TX,72.9,25,0.5,0.1,0.8,0.6,18
Cove TX,91.2,1.5,0,2.2,5.1,0,33.6
Ropesville TX,79.2,15.2,0,5.6,0,0,20.4
Friendswood TX,85.6,6.3,0.8,0.9,5.9,0.6,32.1
Talco TX,74.8,17.4,0,0,7.8,0,28
Pecan Hill TX,84.1,11,0,0,4.4,0.5,29.4
Archer City TX,91.5,2.1,2,0.3,0.4,3.8,17.9
Maypearl TX,75.8,11.8,0,5.8,5,1.8,32.6
Oak Leaf TX,86.8,6.3,0.1,0.5,6.3,0,36.7
West Tawakoni TX,82.3,13.2,1.7,0.8,0.4,1.5,39.9
Celina TX,81.5,5.8,0,0.4,10.9,1.3,30.7
Volente TX,87.8,2,0,0,9.5,0.7,30.2
DISH TX,84.9,8.3,0,0.9,5,0.9,30.6
Lockhart TX,81.2,13.9,0,0.1,3.5,1.3,29.5
Lago Vista TX,79.4,6,1.2,0,13,0.5,37.9
Leander TX,80.5,9.8,0.9,0.5,7.4,1,30.4
Sadler TX,79.1,18.5,0,0,2.4,0,23.5
Daisetta TX,91.6,3.9,0,3.9,0,0.6,22.4
Dayton Lakes TX,100,0,0,0,0,0,48.3
Devers TX,90.8,5.8,0,3.3,0,0,33
Sherman TX,77.4,14.8,0,2.5,4.1,1.1,20.6
Buffalo Springs TX,89.8,7.9,0,0,1.6,0.7,20.1
Josephine TX,94.7,1.9,0,1.2,2.2,0,35.9
Melissa TX,73.9,10.2,0,0,14.9,1,30.1
Plano TX,81.7,6.7,1.3,1.1,8.1,1.1,26.5
Sweetwater TX,78.8,15.4,0,2.6,0.7,2.6,14.3
Morgan's Point Resort TX,85.1,3.1,0,0.8,8.2,2.9,30.6
Rogers TX,80.5,11.3,0,2.8,5.5,0,29.3
Keene TX,81.3,7.5,0,4.1,5.5,1.5,24
Rio Vista TX,93.6,5.4,0,0,0.5,0.5,36.3
Blooming Grove TX,94,2.4,0,3.6,0,0,30.8
Mustang TX,0,0,0,0,0,0,0
Mobile City TX,89.9,8.1,0,1,1,0,27.2
Ballinger TX,82.4,10.4,0,4.4,1.5,1.4,17.4
Seymour TX,89.4,9.1,0,0,0.7,0.8,10.4
Fort Stockton TX,79,18.4,0.2,1.7,0.4,0.2,16.7
Palmview TX,85.7,3.9,0,0,8.4,1.9,20.4
Progreso TX,79.8,13.8,0,2.8,1.8,1.9,25
Marble Falls TX,83.3,9.6,0.3,2.5,4.3,0,12.3
Ravenna TX,92.9,0,0,0,7.1,0,39.1
Caney City TX,91.4,0,0,0,8.6,0,35.1
Chandler TX,88.9,4.1,0,2.3,4.1,0.7,25
Jayton TX,68.3,11.7,0,18.8,1.3,0,6.5
Midway TX,82.6,16.3,0,0,0,1.2,28.1
Toco TX,95.5,0,0,4.5,0,0,21.6
George West TX,77.9,10.4,0,5.5,6.2,0,23.8
Edna TX,77.6,12.2,4.4,3.1,2.2,0.5,25.8
Ganado TX,72.9,22.5,0.7,1.9,1.9,0,27.1
Lake Bridgeport TX,78.5,13.5,0,0,5.5,2.5,34.1
New Fairview TX,81.8,11.9,0,0,4.4,1.9,37.1
Georgetown TX,79.6,9.8,0.1,1.1,8.3,1.1,27.8
Hutto TX,80.6,12.2,0.1,0.1,5.5,1.5,32.9
Alamo Heights TX,80.9,6.4,0.6,2.1,8.2,1.8,20.5
Leakey TX,51.7,20.7,0,9.2,14.9,3.4,13.3
Shavano Park TX,80.9,6.6,0.5,0,11.9,0.2,32.3
Overton TX,89.2,6,0,2.7,2.1,0,23.5
Rio Grande City TX,71.5,18.3,0.1,3.8,5.7,0.6,20.9
Hamlin TX,83.1,11.6,0,0.4,2.4,2.4,26.7
Odessa TX,80.9,13.5,0.5,1.9,2.2,1.1,20.4
Petersburg TX,89.9,2.2,0.9,1.3,5.7,0,22.2
Annetta TX,83.3,9.1,0,0,5.5,2.1,33.3
Sanctuary TX,82.6,12.1,0,0,4.5,0.8,30.8
Dickens TX,75.9,12.6,0,0,4.6,6.9,20.4
Henrietta TX,89.1,4.6,0,5.1,0,1.1,18.7
O'Brien TX,92.9,0,0,0,0,7.1,11.8
Point TX,79.6,10,0,8.1,1,1.3,27.1
New Waverly TX,86.2,6,0,1.6,6.3,0,30.6
Big Lake TX,80.1,17.7,0,0.3,0.5,1.5,15.8
Eldorado TX,83.4,12.3,1.1,0,1.5,1.6,35.1
Mineral Wells TX,82.7,8.2,0.9,1.7,2.8,3.7,19.3
Alpine TX,80.8,15.4,0,0.3,2.4,1.1,12.5
Edmonson TX,94.1,5.9,0,0,0,0,31.4
Chillicothe TX,68.6,29.5,0,0,0,1.9,19.1
Tuscola TX,82.5,6.3,0,0.5,8.5,2.1,22.4
Seagraves TX,82.1,14,0,1.2,2.7,0,17.5
Seminole TX,78.2,14.1,0,4.3,3.3,0,18.3
Waelder TX,60.3,26.8,1.2,10,1.7,0,18
Matador TX,87,4.9,1.3,1.3,5.5,0,17.3
Thrall TX,86.9,10.9,0,0,2.3,0,27.1
Camp Wood TX,51.7,12.8,0,22.2,12.5,0.9,22
Hill Country Village TX,84.9,5.7,0,0,8.5,0.9,24.2
Kirby TX,74,12.9,6.6,0.8,3.3,2.4,23.2
Santa Anna TX,89.3,6.5,0.2,0,2.5,1.5,34.1
Haltom City TX,78.2,15.7,0.4,1.5,2.6,1.5,25.2
Balcones Heights TX,67.8,14.9,8.1,3.4,2,3.8,21.8
Castle Hills TX,82.5,7.4,2.4,0.1,6.9,0.7,20.7
Grey Forest TX,78.3,4.1,0,0,17.5,0,30.1
Windcrest TX,77.5,14.8,2.6,0,4.2,0.9,24.4
Coldspring TX,90.5,8.7,0,0.3,0.6,0,30.9
New Boston TX,88.5,7.4,0,2.2,1.2,0.7,18.5
El Lago TX,78.1,11.5,1,0.3,6.3,2.7,26.6
Rio Hondo TX,92.1,1.5,0,3.9,0,2.5,18.4
Olney TX,86.5,4.8,0,0.6,1.9,6.1,12.7
Primera TX,81.6,8.6,0,0,4.5,5.3,20.1
Rancho Viejo TX,90.8,5.2,0,0,0.2,3.7,22.3
Liberty TX,82.2,12.2,0,0.5,5.1,0,35.3
Plum Grove TX,85.9,11.3,0,0,2.8,0,41.2
Gunter TX,77.3,17.3,0,1.9,2.5,1,33.1
Big Sandy TX,89.5,8.9,0,0,0,1.5,23.8
Nevada TX,88.1,3.8,0,0,6,2.1,40.5
Princeton TX,83.3,8.9,1.2,0.9,3.7,2,32.7
Nacogdoches TX,78.3,11.7,0,6.5,2,1.5,16
Sterling City TX,80.5,0.7,0,1.2,5.7,11.8,22.2
Kerrville TX,80.3,12.2,0,3.1,3.9,0.4,15.2
Corinth TX,85.2,7,1,0.5,5.7,0.5,31.8
Denton TX,77.1,10.1,1.7,4.5,4.6,2,23.7
Hebron TX,87.5,2.7,1.1,0.8,6.4,1.5,27.2
Hickory Creek TX,84.8,6.3,0,0,8.2,0.6,28
Krugerville TX,79.2,6.1,0.4,0,10.6,3.7,37.1
Roanoke TX,77.3,12.4,0,1.2,7.8,1.2,28.6
Shady Shores TX,77.7,9.2,0.6,0,11.1,1.4,32.3
The Colony TX,81.9,8.1,1.1,1.1,5.8,2,29.4
Woodson TX,90.4,6,0,0,0,3.6,21.6
Gorman TX,91.8,5.9,0,2.3,0,0,21.9
Hallsville TX,91.7,5.2,0,0,3.2,0,18.5
Jewett TX,79.3,10.5,0,6,2.1,2.1,17.7
Commerce TX,75.3,6.9,0,12.8,2.1,3,19.5
Neylandville TX,100,0,0,0,0,0,0
Muleshoe TX,71.9,6.5,0,6.9,4.5,10.3,16.6
Lamesa TX,80.5,14.9,0.2,2.1,2,0.3,16.4
Frankston TX,76.9,15.7,0,0.2,7.2,0,21.3
Haskell TX,74.7,13.5,0,6.5,3.7,1.7,13.5
Rochester TX,84,7.5,0,4.7,3.8,0,17.8
Midland TX,85.5,10.4,0.3,0.6,1.9,1.3,18.8
Iraan TX,82.1,9.4,1.7,1.1,5.5,0.3,18
Emory TX,70.6,18.6,0,2.2,0.8,7.7,28.1
Rotan TX,84.9,11.1,0,4.1,0,0,15.2
Hale Center TX,89.6,7.2,0,0.5,2.4,0.4,18.8
Floydada TX,79.2,12.9,0,3.4,4.5,0,13.2
Gordon TX,92.5,0.5,0,1.4,3.8,1.9,20.6
Midlothian TX,85.9,9.8,0,0.7,3.5,0.2,32
West Orange TX,90.2,5.9,0,0.1,3.3,0.5,27
Strawn TX,88.4,6,0,0,0,5.6,21.5
Bayside TX,75.3,23.6,0,0,0,1.1,25.7
Hempstead TX,87.2,11.4,0,0,0,1.3,26.4
Monahans TX,84.3,8.7,0,1.1,2.2,3.6,21.9
Briaroaks TX,83.9,6.7,0.9,0,8,0.4,28.3
Cross Timber TX,63.8,29.3,0,0,4.8,2.1,28.7
Avery TX,87.2,7,0,2.3,2.3,1.2,29.9
Eagle Pass TX,79.6,16.4,0.6,2.5,0.4,0.5,20.8
Powell TX,76.5,17.6,0,5.9,0,0,28.8
Annona TX,74.3,18.4,0,0,2.2,5.1,33.5
Pyote TX,89.9,0,0,10.1,0,0,25.2
Asherton TX,83.1,10.1,5.6,1.1,0,0,15.9
Van TX,86.6,8.7,0,0.3,4.3,0,30.1
Winfield TX,85.4,12,0,0,2.5,0,15.6
Lockney TX,84.3,8.9,3.1,0,3.7,0,17.3
Mesquite TX,79.9,13,0.5,0.8,2.3,3.5,31.3
Childress TX,79,18.5,0,0.1,2.3,0,14.6
Blossom TX,85.5,6.2,0,2.1,5.9,0.3,21.5
Paris TX,77.8,11.1,0.2,4.1,2.7,4.1,16.3
Grand Prairie TX,82.1,10.2,0.6,0.7,2.9,3.6,28.6
Lewisville TX,82.2,10.4,0.8,0.9,4.3,1.3,26.3
Falls City TX,78.5,13.6,0,3.3,0.4,4.2,22.7
Bear Creek TX,74.9,2,0,0.5,21.7,1,31.7
Grapeland TX,88.5,4.1,0,1.6,5.4,0.4,25.1
Lovelady TX,90.8,2.1,0,0,7.2,0,30.8
Coahoma TX,89.4,9.4,0,0,1.2,0,20.4
Tira TX,83.1,6.8,5.1,0,5.1,0,32.2
Anson TX,66.7,20.3,0,7.4,5.5,0.1,16.2
Penitas TX,91.9,2.6,0,0.2,4.2,1,15.6
Progreso Lakes TX,86,4.1,0,0,9.9,0,19.3
Mont Belvieu TX,97.1,2.1,0,0,0.8,0,27.3
Silsbee TX,81.6,12.5,0,1.9,1.4,2.6,24.4
Marquez TX,65.7,21.4,0,7.9,3.6,1.4,22.9
Meadow TX,78.8,19.1,0,1.3,0.8,0,25.2
Copperas Cove TX,81.6,10.4,0.5,1.9,3.4,2.1,24.9
Pittsburg TX,81.8,14.4,0,0,1.8,2.1,25.4
Granite Shoals TX,73.8,14.3,0,0.8,6.5,4.6,29.1
Spur TX,61.9,19.1,0,3.6,8.6,6.9,16.3
Cotulla TX,88.8,6.7,0,0,4.5,0,20.7
Holiday Lakes TX,85.9,14.1,0,0,0,0,26.2
Silverton TX,81.7,9.5,0,1.1,6.8,0.8,19.2
Gatesville TX,72.5,23,0.4,1.5,1.4,1.2,22.9
Bulverde TX,84.6,6.7,0.9,0.5,6.9,0.4,38.2
Coolidge TX,72.5,26.1,0,1.4,0,0,24
Clifton TX,70.4,14.8,0,9.8,3.9,1.1,19.6
La Vernia TX,80.6,13.6,0,1.1,4.7,0,29.1
Bryan TX,76.5,14.6,1.8,1.9,2.8,2.3,16.5
Luling TX,79.6,14.1,0,1.1,0,5.2,31
Belton TX,78.9,13,0.1,4.5,3.1,0.4,18.7
Temple TX,83.3,10.9,0.4,1.5,3,0.9,18.2
Wellington TX,84.5,11.2,0,4.1,0.2,0,16.2
Blackwell TX,92.1,6.1,0,0,1.8,0,32.3
Woodsboro TX,86.6,8.3,0,3.1,2.1,0,21.8
Pattison TX,84.3,11.8,0,0,2.5,1.4,29.7
Golinda TX,86,11.7,0,0,1.2,1.2,19.5
Lott TX,90.6,6.9,0,1.4,1.1,0,32.9
New Chapel Hill TX,81.6,9.4,0,0,5.2,3.7,25.9
Whitehouse TX,81,9.1,0,0,6.6,3.3,22
Briarcliff TX,69.8,7.5,0,0.6,20.3,1.9,39.6
West Lake Hills TX,77.6,2.4,0,0.7,18.3,1,19.8
Earth TX,74.2,12.7,0,0.4,9,3.7,14.9
Mustang Ridge TX,88.7,7.2,0,0.3,1.3,2.5,30.9
Dodson TX,96.1,3.9,0,0,0,0,12.8
Venus TX,87,11.7,0,0,1.2,0,32.1
Bronte TX,86.7,7.5,0,0.2,4.2,1.3,30.4
Palacios TX,72.5,22.5,2.1,2,1,0,23.2
Corsicana TX,79.6,14.7,0.8,0.9,2.9,1,19.4
Frost TX,76.9,13.4,0,7.9,0,1.8,28.2
Navarro TX,78.2,14.1,0,0,5.1,2.6,34.7
Sinton TX,81.1,14.7,0,3.4,0,0.8,20.7
Taft TX,72.2,13.9,0,7.1,3.1,3.7,21.6
Breckenridge TX,79.2,11.8,0.9,1.7,2,4.4,19.2
Pecos TX,86.5,8.8,0,1.7,1.6,1.4,16.5
Palmer TX,82.2,11.8,1.2,0.6,4.1,0,28.2
New Home TX,72,26.8,0,0.9,0.3,0,21.1
Vidor TX,81.4,12.9,0,1.6,1,3.1,24.8
Carrizo Springs TX,86.8,10.2,0,1.8,1.3,0,12.4
Godley TX,85.7,7.2,0,3.1,4.1,0,27.9
Stamford TX,77,21.1,0,1.3,0.1,0.6,20.6
Robstown TX,74.9,18.5,0,2.1,1.7,2.8,19
Spofford TX,79.2,0,20.8,0,0,0,28.4
Huntsville TX,78.2,8.7,0.1,5.9,4.6,2.6,22.6
Jasper TX,69,16.9,0.9,1.3,0.7,11.2,24.5
Kirbyville TX,85.8,8.6,0,0,1.6,4,36
Bayou Vista TX,77.1,15.8,0.6,0,5.1,1.5,36.4
Kemah TX,86.3,8.9,0.3,1.8,2.2,0.3,29.1
Santa Fe TX,88.1,5,0.3,2,3,1.5,28.2
Cactus TX,66.6,15,0.5,16.1,0,1.8,9.5
Snook TX,88.2,6.1,0,3.3,0,2.4,21.8
Somerville TX,81.2,8.7,2.4,6.9,0,0.8,25.5
Sunray TX,87.6,11.1,0,0,0.8,0.5,17.6
Waller TX,78.7,16.1,0.4,0.8,2.1,1.9,19.7
Alice TX,85,10.1,0,1.4,2.2,1.3,24.9
Sunrise Beach Village TX,70.8,5.4,0,1.9,19.6,2.4,31.4
Orange Grove TX,91.2,5.1,0,0,3.7,0,30.4
Munday TX,77.8,16.6,0,1.1,4,0.5,16.1
Gustine TX,83.3,12.1,0,0,4.5,0,23.5
Memphis TX,81.7,14,0,2,0.5,1.8,13.5
Turkey TX,81.5,16,0,0,0,2.5,20.8
Tomball TX,77.5,10.8,0.9,4.3,4.4,2.1,27.7
Woodloch TX,78.9,15,1.5,0,4.5,0,33.9
Elgin TX,82.1,9.9,0,3.1,2.9,1.9,30.5
Smithville TX,73.1,13.9,0.6,2.5,6.8,3.1,32.2
Lindale TX,86.5,7.9,0,0,4.5,1.2,23.9
Bee Cave TX,75.7,3,0,3.8,15.2,2.2,24.6
Staples TX,97.2,1.4,0,0,1.4,0,23.4
Knollwood TX,85.9,6.8,0,0,1.4,5.9,21.6
Dorchester TX,80,20,0,0,0,0,30.9
San Elizario TX,79.8,7,0.3,1,5.4,6.6,42.5
Randolph UT,76.2,13.1,0,6.1,4.7,0,30.9
Dutch John UT,10.2,1.9,0,88,0,0,0
Toquerville UT,78.2,7.1,0,3.5,9.9,1.3,23.4
Castle Dale UT,83.5,4.4,1.1,1.8,9.3,0,18.6
Elmo UT,84.9,7.1,0,2.4,5.6,0,26.1
Elsinore UT,89.9,6.9,0,0.7,2.5,0,16.3
Lewiston UT,69.8,15.7,0.8,1.5,11.8,0.3,23.2
Smithfield UT,79.8,13.5,0.7,1.5,3.7,0.8,19.5
Elwood UT,75,13.4,0,1.1,8.3,2.2,26.4
Tremonton UT,76.3,18,0,1.3,3,1.4,21
Centerville UT,81.6,6.1,2.4,1.6,7,1.2,21.2
Kaysville UT,77,8.5,4.4,1.5,7.6,1,22.7
West Bountiful UT,76.4,13.7,0.6,1.7,6.7,0.8,22.2
Roosevelt UT,83.8,7.6,0.1,3.5,3.3,1.7,17.1
Moab UT,61.4,10,0,8.6,13.1,6.9,14.1
Bluffdale UT,78.6,8.4,1.4,0.3,10.7,0.7,26.3
Holladay UT,76.7,7.5,2,2.1,9.6,2,20.4
Hatch UT,76.2,7.1,0,2.4,0,14.3,13.1
Sigurd UT,71.4,10.5,0.8,5.5,9.7,2.1,17.5
Eureka UT,80.5,11.8,3.6,2.1,1,1,37.5
Manti UT,79.6,12.8,0.3,2,4.7,0.7,20.3
Spring City UT,72.9,13.7,0,2.1,10.7,0.6,27.3
New Harmony UT,60,15,0,0,17.5,7.5,18.8
Naples UT,82.8,11.5,0.7,0,2.8,2.1,24.3
Springdale UT,40.2,6.7,0,13.4,32.1,7.7,14.7
Junction UT,60,40,0,0,0,0,29.7
Cedar Fort UT,65.3,24.7,1.2,2.9,3.5,2.4,37.2
Ogden UT,77.9,11.6,2.7,2.1,3.9,1.7,20.3
Marysvale UT,59,31.7,0,6.2,1.9,1.2,24.7
Sterling UT,91.6,4.8,0,0,2.4,1.2,24.1
Coalville UT,90.9,3.7,0,0.8,4.6,0,26.8
Oakley UT,84,11.3,0,0,4.7,0,27.6
Rush Valley UT,71.5,18.4,0.8,0.8,6.3,2.1,41.8
Vernal UT,78.2,8.7,0.5,5.8,3.9,2.8,14.4
Torrey UT,79.3,16.7,0,4,0,0,9.3
Hurricane UT,75.8,15,0,0.3,7.8,1,22.1
Washington UT,79.5,13.1,0.2,0.8,5.8,0.7,20.3
Goshen UT,74.6,15,2,1.3,6.4,0.8,31.7
Lindon UT,77.9,11.3,0.6,1.3,7.4,1.6,17.6
Riverdale UT,83.2,10,0.5,1.1,5,0.3,19.1
Plain City UT,82.2,6,0.2,1,10.1,0.4,23.3
Highland UT,79.7,7,0.9,1.3,9.6,1.4,21
Pleasant Grove UT,77.8,10,2.2,1.6,6.5,1.9,21.4
Pleasant View UT,82,6.7,3,0.3,7.4,0.6,23.1
Roy UT,80.3,11.8,1.6,0.9,3.6,1.8,22.9
Scofield UT,40,0,0,0,40,20,0
Helper UT,80.3,8.5,0,5.1,4.5,1.6,24.7
Washington Terrace UT,76.2,12.3,3,1.3,5.8,1.4,22.8
West Haven UT,85,7.9,1.2,1,4.7,0.3,21.7
Kingston UT,92.1,0,0,0,5.3,2.6,32.9
Riverton UT,80.8,6.8,2.5,0.9,7.9,1.1,23.9
South Jordan UT,75.6,9.9,3.2,1.7,8.7,1,24.8
South Salt Lake UT,71.9,10.9,10.6,2,2.1,2.5,21.5
West Valley City UT,75.5,15.9,3.1,1.3,3.3,0.9,22
Stockton UT,75.3,18.1,0,4.5,1.5,0.6,29.5
Lyman UT,94.5,3.1,0,0,2.5,0,12.8
Henefer UT,78.1,9.9,0,1.1,10.1,0.8,27.9
Kamas UT,86.4,7,0,0.6,4.7,1.2,24.2
Park City UT,60.3,6.1,4.4,6.9,17,5.3,23
Rockville UT,49.3,32.9,0,0,10.5,7.2,21.1
Virgin UT,89.8,5.1,0,0.4,3.4,1.3,24.2
Draper UT,76.3,7.8,2.5,1,10.9,1.5,23.2
Santaquin UT,71.7,20.4,0.8,0.6,5.1,1.4,24.5
Wales UT,84.4,8.2,0,0,2.5,4.9,20.3
South Ogden UT,85.9,8.6,1,0.9,3,0.6,19.7
North Ogden UT,83.4,8.2,1.3,0.7,4.3,2.1,24.6
Manila UT,57.6,0,0,42.4,0,0,20.8
Mayfield UT,72.8,11.6,0,0,11.6,4.1,16.2
Wellington UT,85.8,6,0,5.5,2.4,0.3,13.7
Circleville UT,90.2,0.9,0,8.5,0.3,0,23.4
Murray UT,74.5,10.8,3.9,3.2,5.5,2.1,20.2
Taylorsville UT,77.5,13.2,3.9,1,3.3,1.1,21.4
Ballard UT,85.5,9.2,0,1.2,4,0,19.6
Santa Clara UT,78.5,10.8,0,0,9.5,1.3,19.1
American Fork UT,78.5,11.2,1.4,1.9,5.4,1.6,20.5
Genola UT,61,21,0.4,5,6.3,6.3,29.5
Lehi UT,75.7,10.6,2.3,0.9,8.7,1.9,24.2
Orem UT,76.8,10.7,2.3,2.4,5.4,2.4,17.9
Provo UT,62.7,12.8,2.9,12.5,4.8,4.2,17.8
Ophir UT,100,0,0,0,0,0,0
Bicknell UT,58.9,17,0,5.4,18.8,0,23.6
Enterprise UT,81.2,6.7,0,2.5,8.3,1.2,20.5
Alpine UT,72.3,9,1.7,0.5,13.5,3,26.3
Mapleton UT,78.2,10.8,1.1,0.7,8.7,0.5,23.4
Springville UT,77.7,13,1.5,0.9,5.8,1.2,20.2
Vineyard UT,79.9,7.9,1.9,3.6,1.9,4.7,20.6
Farr West UT,82.1,10.7,1.2,0,3.7,2.3,21.7
Harrisville UT,79.6,14.5,1,0.3,1.4,3.1,23.5
Huntsville UT,80.1,9.1,0,0,7.4,3.4,36
Marriott-Slaterville UT,78.6,10.6,1.3,1.8,5.3,2.4,17.9
Uintah UT,76.7,11.5,1.1,1.1,7.3,2.3,20.5
Francis UT,71.6,17,0,0.2,10.1,1,29.9
Charleston UT,81.1,11.7,0,0,7.2,0,21.8
Wendover UT,54.7,15.9,0,23.8,5.6,0,7.8
Hildale UT,43.2,12.1,0,0,44.8,0,16.3
Leeds UT,73.8,8.7,0,0,17.5,0,24.2
St. George UT,79.3,10.7,0.6,2.7,4.1,2.6,15
Paradise UT,79.1,13.8,0.4,1.7,4.3,0.6,26
Howell UT,73,12.6,6.3,0,8.1,0,37.4
Clearfield UT,81.4,10.8,1.6,1.7,3,1.5,21
Paragonah UT,79.3,6.9,0,7.4,3.9,2.5,25.7
Delta UT,76.2,18.5,0.5,2.9,1.9,0,14.2
Meadow UT,81.9,15.7,0,0.8,1.6,0,15.3
Oak City UT,77.9,11.1,0,0,10.7,0.4,26.4
Price UT,80.8,10.1,0.6,5,2.5,1,11.9
Boulder UT,43.2,2.7,0,8.1,25.7,20.3,6.2
Garden City UT,77.6,7.7,0,8.3,6.4,0,8.6
Laketown UT,52.5,15.3,0,11.9,15.3,5.1,21.3
Redmond UT,83.9,6.7,2.4,0,7,0,19.7
Salina UT,74.8,13,1.6,0,7.1,3.5,19.8
Hyde Park UT,78.3,14.4,1.2,1,3.2,1.9,15.9
Richmond UT,71.4,15.1,1.8,3.8,6.2,1.8,22.3
Portage UT,63.2,28.6,0,0,5.3,3,38.5
Parowan UT,73.1,16,0.3,7.1,3.6,0,13.6
Hinckley UT,77.5,16.7,0,1.6,1.2,3.1,17.8
Holden UT,73.4,18.1,0,4.5,3.4,0.6,20.6
Brigham City UT,78.5,14.2,1.4,2.3,2.2,1.4,23.2
Mantua UT,81.9,14.2,1,1.3,1,0.6,25.8
Farmington UT,76.5,5.9,4.9,1.1,9.8,1.8,23.7
West Point UT,85.4,8.6,1.1,0.2,3.8,0.8,24.3
Enoch UT,85.9,11.2,0,1.1,0,1.8,24.3
Beaver UT,82.8,5.3,0,4.8,4.8,2.3,11.7
Ephraim UT,65.8,15.3,0,13.3,5.3,0.3,19.1
Fayette UT,94.5,1.6,0,0,3.9,0,14.3
Glendale UT,74,8.2,0,2.7,15.1,0,14.5
Kanab UT,76.6,6.6,0,8.2,3.1,5.4,9
Clarkston UT,62.3,26.2,0,1.5,8.4,1.5,35.4
Cornish UT,84.6,7.7,0,1.9,5.8,0,23.6
Fairview UT,76.8,19.1,0,1.2,2.1,0.8,31.5
Moroni UT,76.7,20.3,0,1.9,1.1,0,19.1
North Logan UT,77.8,11.1,1.2,3.5,3.8,2.7,14.8
Deweyville UT,72.5,15.5,0,2.6,8.6,0.9,23.6
North Salt Lake UT,81.3,9.4,2,0.6,5.9,0.8,21.1
Altamont UT,81.9,4.2,0,11.1,2.8,0,18.9
Brian Head UT,85.2,0,0,14.8,0,0,0
Kanarraville UT,91.6,6.3,0,1.4,0.7,0,19.2
Cannonville UT,78.6,17.9,0,2.1,1.4,0,24.6
Panguitch UT,72.3,11.4,0,7,5.5,3.9,12.9
Orderville UT,72.4,16.2,0,0,8.8,2.6,13.2
Amalga UT,59.1,10.3,0,22.7,5,2.9,15.7
Newton UT,77.2,11.3,2.7,2.1,5.9,0.9,22.9
Trenton UT,78.1,7.7,0,2.4,10.1,1.8,26.4
Corinne UT,72.7,22.2,1.9,0,0,3.2,20.8
Garland UT,83.7,13,0,0.4,2.2,0.7,20.4
Honeyville UT,69.8,15.4,1,2.7,9.6,1.5,27.4
Perry UT,73.3,18.3,0,1.3,5.3,1.7,25
Willard UT,79.6,12.2,1.1,1.3,5.4,0.3,25.6
Bountiful UT,77.9,8.2,2.9,2.7,6.8,1.4,21.2
South Weber UT,82.7,7.1,2,0.6,6.4,1.1,21.7
Sunset UT,85.6,9.3,3.1,0,1.1,0.9,23.4
Fillmore UT,87,7.4,0,0.9,4,0.6,12.4
Kanosh UT,80.2,9.1,0,1.5,5.6,3.6,19.6
Escalante UT,74.5,9.7,0,1.6,14.3,0,8.2
Woodruff UT,74.3,15.6,0,4.6,5.5,0,26.6
Cleveland UT,83.9,8.8,0,0,3.9,3.4,20.1
Emery UT,79.1,14,0,6.2,0,0.8,25.7
Big Water UT,86.1,9.3,0,4.6,0,0,19.3
Joseph UT,83.4,5.3,0,0.6,7.1,3.6,36
Monroe UT,76.8,9.8,0,2.8,9.9,0.7,18.7
Millville UT,76.4,8.3,3.4,4.8,7.2,0,17.8
Nibley UT,84.9,3.9,1,0.9,7.5,1.8,17.3
River Heights UT,74.9,8,3.3,2,9.1,2.7,14.9
